bid_id,tender_id,bidder_id,bid_price,is_winner,submission_time,ip_address
BID-0572,MPMKVV-2024-029,23MVFJR6186R1Z3,11.83,False,2024-09-25 13:00:00,192.168.227.119
BID-0573,MPMKVV-2024-029,23UGFIL7711I1ZP,10.56,False,2024-09-24 06:00:00,192.168.118.61
BID-0574,PWD-2024-026,23AKXKX6671W1ZA,3.25,False,2024-02-07 01:00:00,192.168.57.193
BID-0575,PWD-2024-026,23MUTWH6274P1ZR,2.95,False,2024-02-08 02:00:00,192.168.46.224
BID-0576,PWD-2024-026,23VWFGP5519Z1ZF,3.41,False,2024-02-08 21:00:00,192.168.176.229
BID-0577,MPRDC-2024-023,23XZVSA8156M1ZF,72.2,False,2024-03-26 05:00:00,192.168.31.37
BID-0578,MPRDC-2024-023,23QNCQR2950J1Z7,65.6,False,2024-03-25 12:00:00,192.168.222.127
BID-0579,MPRDC-2024-023,23BOOLD7858U1ZQ,71.36,False,2024-03-25 06:00:00,192.168.51.145
BID-0580,MPRDC-2024-023,23JNCBX9456D1Z2,67.66,False,2024-03-24 20:00:00,192.168.180.1
BID-0581,MPRDC-2024-024,23AJCKM7208R1ZS,130.15,False,2024-02-09 23:00:00,192.168.145.171
BID-0582,MPRDC-2024-024,23BWKMC2497W1ZC,137.05,False,2024-02-09 00:00:00,192.168.81.49
BID-0583,MPRDC-2024-024,23JSTCF5248G1Z8,117.42,False,2024-02-09 07:00:00,192.168.117.176
BID-0584,MPRDC-2024-024,23CUHHN2876E1ZZ,129.85,False,2024-02-08 06:00:00,192.168.205.16
BID-0585,MPRDC-2024-024,23ZBQUR9427Z1Z2,116.45,False,2024-02-08 12:00:00,192.168.206.108
BID-0586,UADD-2024-026,23PJSUI0331R1ZS,75.77,False,2024-03-13 21:00:00,192.168.130.4
BID-0587,UADD-2024-026,23RJEJH8237Q1ZK,60.33,False,2024-03-12 16:00:00,192.168.136.95
BID-0588,UADD-2024-026,23LUZAY3880H1ZC,66.71,False,2024-03-11 08:00:00,192.168.170.127
BID-0589,UADD-2024-026,23IZOLU2839H1ZB,71.53,False,2024-03-12 09:00:00,192.168.143.27
BID-0590,MPRDC-2024-025,23TXJLL7164M1Z4,1.35,False,2024-07-20 23:00:00,192.168.181.10
BID-0591,MPRDC-2024-025,23GOCID3761E1Z4,1.44,False,2024-07-22 00:00:00,192.168.88.35
BID-0592,MPRDC-2024-025,23KGQEU4218I1ZQ,1.27,False,2024-07-20 23:00:00,192.168.112.183
BID-0593,MPRDC-2024-025,23MMYJV9490E1ZA,1.49,False,2024-07-20 09:00:00,192.168.198.63
BID-0594,PHED-2024-020,23GESFJ6779I1ZQ,96.86,False,2024-08-18 19:00:00,192.168.97.62
BID-0595,PHED-2024-020,23CUXZG6197G1ZG,109.82,False,2024-08-18 03:00:00,192.168.206.133
BID-0596,PHED-2024-020,23JQWVX6607H1ZH,104.3,False,2024-08-20 08:00:00,192.168.99.251
BID-0597,PHED-2024-020,23PDGDK6977A1ZU,112.67,False,2024-08-20 11:00:00,192.168.22.201
BID-0598,PHED-2024-020,23YNCDM9943N1ZJ,107.91,False,2024-08-20 08:00:00,192.168.197.133
BID-0599,MPMKVV-2024-030,23DMKQZ6487L1ZO,124.65,True,2024-11-10 00:05:00,10.25.142.11
BID-0600,MPMKVV-2024-030,23XFOHW5499H1Z1,174.56,False,2024-11-10 00:10:00,10.25.142.11
BID-0601,MPMKVV-2024-030,23FRMWN5327F1Z1,154.97,False,2024-11-10 00:08:00,10.25.142.11
BID-0602,MPMKVV-2024-030,23EBVUR8571N1ZQ,160.16,False,2024-11-10 00:04:00,10.25.142.11
BID-0603,MPMKVV-2024-031,23EBLNM7625H1ZH,92.26,False,2024-06-08 22:00:00,192.168.38.202
BID-0604,MPMKVV-2024-031,23DPBPK1694A1ZD,90.3,False,2024-06-09 08:00:00,192.168.232.85
BID-0605,MPMKVV-2024-031,23IXNTC9377A1ZW,87.85,False,2024-06-07 04:00:00,192.168.159.70
BID-0606,MPMKVV-2024-031,23DEBIJ7409A1ZZ,82.52,False,2024-06-09 01:00:00,192.168.71.33
BID-0607,MPRDC-2024-026,23QCQLI7319D1ZE,68.75,False,2024-08-09 08:00:00,192.168.204.201
BID-0608,MPRDC-2024-026,23AKXUW7689F1ZY,71.68,False,2024-08-07 03:00:00,192.168.150.121
BID-0609,MPRDC-2024-026,23QHLPJ9663G1ZA,64.94,False,2024-08-09 12:00:00,192.168.144.161
BID-0610,MPRDC-2024-026,23MBJFK4731U1ZB,62.57,False,2024-08-07 21:00:00,192.168.51.4
BID-0611,PHED-2024-021,23GHTDC2902L1Z8,81.01,False,2024-04-18 13:00:00,192.168.192.245
BID-0612,PHED-2024-021,23NSTJD3153G1ZN,74.81,False,2024-04-18 04:00:00,192.168.148.193
BID-0613,PHED-2024-021,23RXEYO2561Q1ZA,87.82,False,2024-04-19 20:00:00,192.168.134.135
BID-0614,PHED-2024-021,23NVWTT9120P1Z2,76.87,False,2024-04-19 08:00:00,192.168.100.184
BID-0615,PHED-2024-021,23MMYJV9490E1ZA,82.6,False,2024-04-19 17:00:00,192.168.137.64
BID-0616,WRD-2024-024,23YOMST4756B1ZO,56.13,False,2024-12-30 21:00:00,192.168.29.110
BID-0617,WRD-2024-024,23AJCKM7208R1ZS,58.81,False,2024-12-29 20:00:00,192.168.156.167
BID-0618,WRD-2024-024,23DIFZZ3240B1ZP,62.53,False,2024-12-29 22:00:00,192.168.127.68
BID-0619,MPMKVV-2024-032,23IHIGE8902M1ZJ,25.34,True,2024-06-14 00:03:00,10.25.142.11
BID-0620,MPMKVV-2024-032,23EHSEX8176H1ZX,33.22,False,2024-06-14 00:02:00,10.25.142.11
BID-0621,MPMKVV-2024-032,23JZCJA2830D1ZQ,35.4,False,2024-06-14 00:03:00,10.25.142.11
BID-0622,MPMKVV-2024-032,23FZPOG6074Z1ZI,35.68,False,2024-06-14 00:06:00,10.25.142.11
BID-0623,MPMKVV-2024-033,23VOFVB0527C1ZQ,17.01,False,2024-01-17 10:00:00,192.168.102.117
BID-0624,MPMKVV-2024-033,23IHIGE8902M1ZJ,15.39,False,2024-01-16 07:00:00,192.168.155.194
BID-0625,MPMKVV-2024-033,23LUZAY3880H1ZC,15.38,False,2024-01-16 15:00:00,192.168.68.239
BID-0626,UADD-2024-027,23BOIOS7906H1Z4,132.5,False,2025-01-11 16:00:00,192.168.193.109
BID-0627,UADD-2024-027,23SIJXL7013Y1ZB,117.86,False,2025-01-12 15:00:00,192.168.31.108
BID-0628,UADD-2024-027,23OXKTH6843S1ZJ,120.58,False,2025-01-13 10:00:00,192.168.62.66
BID-0629,MPRDC-2024-027,23TTZMV9701I1ZI,45.1,False,2024-01-25 05:00:00,192.168.97.10
BID-0630,MPRDC-2024-027,23RJYEZ6204I1ZZ,50.72,False,2024-01-25 01:00:00,192.168.125.31
BID-0631,MPRDC-2024-027,23AMMCK0295L1ZV,44.51,False,2024-01-26 06:00:00,192.168.120.65
BID-0632,MPRDC-2024-027,23ZIAOF2808I1ZM,43.56,False,2024-01-26 06:00:00,192.168.181.158
BID-0633,MPRDC-2024-028,23CUXZG6197G1ZG,84.1,False,2025-01-05 05:00:00,192.168.144.81
BID-0634,MPRDC-2024-028,23ODXMZ4175A1Z7,88.29,False,2025-01-05 14:00:00,192.168.209.169
BID-0635,MPRDC-2024-028,23NSTJD3153G1ZN,82.2,False,2025-01-04 03:00:00,192.168.88.96
BID-0636,MPRDC-2024-028,23GHTDC2902L1Z8,90.29,False,2025-01-03 10:00:00,192.168.127.150
BID-0637,MPRDC-2024-028,23HPLBD7901X1ZJ,76.21,False,2025-01-04 07:00:00,192.168.105.239
BID-0638,PWD-2024-027,23MFIDL8751L1ZA,124.39,False,2024-02-12 05:00:00,192.168.69.145
BID-0639,PWD-2024-027,23FNOWS3130C1Z5,126.78,False,2024-02-12 05:00:00,192.168.171.41
BID-0640,PWD-2024-027,23CMXKD0549Y1ZO,129.57,False,2024-02-14 16:00:00,192.168.242.173
BID-0641,PWD-2024-027,23RGDHF6029E1ZE,133.51,False,2024-02-14 11:00:00,192.168.68.175
BID-0642,UADD-2024-028,23FLQIL3511U1Z9,88.49,False,2024-05-09 03:00:00,192.168.93.249
BID-0643,UADD-2024-028,23FEHCO2361A1Z8,81.01,False,2024-05-09 07:00:00,192.168.239.236
BID-0644,UADD-2024-028,23BWKMC2497W1ZC,80.68,False,2024-05-08 17:00:00,192.168.223.175
BID-0645,PWD-2024-028,23QMFPN8128Q1ZA,59.13,False,2024-07-15 22:00:00,192.168.213.92
BID-0646,PWD-2024-028,23XVSTQ1913B1ZI,56.01,False,2024-07-15 20:00:00,192.168.65.230
BID-0647,PWD-2024-028,23MVFJR6186R1Z3,56.09,False,2024-07-16 08:00:00,192.168.202.194
BID-0648,PWD-2024-028,23UILLS1931J1ZY,57.62,False,2024-07-16 13:00:00,192.168.21.250
BID-0649,PWD-2024-028,23YBDQO6210O1Z2,57.72,False,2024-07-14 17:00:00,192.168.64.211
BID-0650,PWD-2024-029,23ZCWJE7990W1ZP,91.98,False,2024-02-28 16:00:00,192.168.151.200
BID-0651,PWD-2024-029,23NZKGM9894E1ZZ,83.13,False,2024-02-28 08:00:00,192.168.62.36
BID-0652,PWD-2024-029,23MYIXR1872Q1ZG,79.44,False,2024-03-01 15:00:00,192.168.140.3
BID-0653,PWD-2024-029,23BBQLU3267E1ZO,82.63,False,2024-03-01 04:00:00,192.168.53.167
BID-0654,PWD-2024-030,23MUTWH6274P1ZR,118.53,False,2024-04-04 02:00:00,192.168.32.55
BID-0655,PWD-2024-030,23JMPNE1684V1Z7,99.43,False,2024-04-06 18:00:00,192.168.15.49
BID-0656,PWD-2024-030,23ZIZKJ1338M1ZN,99.65,False,2024-04-04 05:00:00,192.168.194.71
BID-0657,PWD-2024-030,23AKXKX6671W1ZA,110.72,False,2024-04-06 16:00:00,192.168.67.22
BID-0658,PWD-2024-031,23OCSGU1310K1ZF,52.94,False,2024-02-05 12:00:00,192.168.79.89
BID-0659,PWD-2024-031,23EHOWP4519A1ZO,52.39,False,2024-02-04 18:00:00,192.168.58.44
BID-0660,PWD-2024-031,23VLJUW9369I1ZK,62.43,False,2024-02-03 07:00:00,192.168.79.219
BID-0661,PWD-2024-031,23TYPZX5019M1ZN,55.26,False,2024-02-03 12:00:00,192.168.110.165
BID-0662,PWD-2024-031,23JOZDF0452K1ZH,53.95,False,2024-02-03 10:00:00,192.168.185.58
BID-0663,WRD-2024-025,23ATNJH3225M1ZH,144.32,True,2024-10-31 00:04:00,10.25.142.11
BID-0664,WRD-2024-025,23MXQDI2933R1Z9,190.57,False,2024-10-31 00:04:00,10.25.142.11
BID-0665,WRD-2024-025,23BIGGC8091W1ZP,200.56,False,2024-10-31 00:10:00,10.25.142.11
BID-0666,WRD-2024-025,23EDKEB6539F1Z5,206.74,False,2024-10-31 00:02:00,10.25.142.11
BID-0667,PHED-2024-022,23VKASX4991E1ZC,90.75,False,2024-05-16 10:00:00,192.168.71.115
BID-0668,PHED-2024-022,23TYPZX5019M1ZN,97.11,False,2024-05-15 08:00:00,192.168.183.25
BID-0669,PHED-2024-022,23OYSON7624X1ZB,103.31,False,2024-05-17 22:00:00,192.168.118.89
BID-0670,PHED-2024-022,23YPVKY2861S1ZW,86.55,False,2024-05-17 00:00:00,192.168.67.195
BID-0671,PHED-2024-022,23JSTCF5248G1Z8,108.17,False,2024-05-16 07:00:00,192.168.36.86
BID-0672,UADD-2024-029,23DKEZR6736S1Z3,59.21,False,2024-06-13 19:00:00,192.168.58.65
BID-0673,UADD-2024-029,23DEBIJ7409A1ZZ,49.72,False,2024-06-14 22:00:00,192.168.75.76
BID-0674,UADD-2024-029,23JSTCF5248G1Z8,55.02,False,2024-06-13 15:00:00,192.168.226.48
BID-0675,UADD-2024-029,23DMNCU7938U1ZJ,55.16,False,2024-06-13 09:00:00,192.168.59.189
BID-0676,MPRDC-2024-029,23DLCKE0983N1ZB,149.18,False,2024-03-14 03:00:00,192.168.48.9
BID-0677,MPRDC-2024-029,23UBCUX2332M1Z1,151.72,False,2024-03-14 05:00:00,192.168.122.35
BID-0678,MPRDC-2024-029,23QSNYW0468G1ZR,140.36,False,2024-03-15 05:00:00,192.168.103.158
BID-0679,MPMKVV-2024-034,23DEBIJ7409A1ZZ,109.97,False,2024-08-13 11:00:00,192.168.168.250
BID-0680,MPMKVV-2024-034,23TTZMV9701I1ZI,110.17,False,2024-08-16 00:00:00,192.168.145.195
BID-0681,MPMKVV-2024-034,23YFHRZ3056R1ZK,110.66,False,2024-08-13 23:00:00,192.168.29.118
BID-0682,MPMKVV-2024-034,23DONZZ4094C1ZB,113.3,False,2024-08-14 08:00:00,192.168.153.66
BID-0683,MPMKVV-2024-034,23OIZNG5844X1ZI,110.62,False,2024-08-15 11:00:00,192.168.227.231
BID-0684,MPMKVV-2024-035,23BOFJU5100M1ZB,58.14,True,2024-11-12 00:06:00,10.25.142.11
BID-0685,MPMKVV-2024-035,23SOMNN2364T1ZM,83.86,False,2024-11-12 00:09:00,10.25.142.11
BID-0686,MPMKVV-2024-035,23CMJNX5629T1ZT,75.45,False,2024-11-12 00:08:00,10.25.142.11
BID-0687,MPMKVV-2024-035,23MNCFK7864A1Z7,74.71,False,2024-11-12 00:07:00,10.25.142.11
BID-0688,MPMKVV-2024-035,23VKASX4991E1ZC,78.39,False,2024-11-12 00:10:00,10.25.142.11
BID-0689,MPMKVV-2024-036,23KTFRR3430E1ZZ,35.96,True,2024-08-27 00:09:00,10.25.142.11
BID-0690,MPMKVV-2024-036,23UBCUX2332M1Z1,46.08,False,2024-08-27 00:07:00,10.25.142.11
BID-0691,MPMKVV-2024-036,23MYIXR1872Q1ZG,51.41,False,2024-08-27 00:02:00,10.25.142.11
BID-0692,MPMKVV-2024-036,23BCAZD9391K1ZF,47.24,False,2024-08-27 00:10:00,10.25.142.11
BID-0693,PHED-2024-023,23MBJFK4731U1ZB,30.46,True,2024-11-17 00:06:00,10.25.142.11
BID-0694,PHED-2024-023,23NVWTT9120P1Z2,41.71,False,2024-11-17 00:04:00,10.25.142.11
BID-0695,PHED-2024-023,23VKASX4991E1ZC,38.11,False,2024-11-17 00:08:00,10.25.142.11
BID-0696,PHED-2024-023,23KGQEU4218I1ZQ,39.34,False,2024-11-17 00:04:00,10.25.142.11
BID-0697,PHED-2024-023,23SBDDO8317D1ZQ,41.27,False,2024-11-17 00:05:00,10.25.142.11
BID-0698,UADD-2024-030,23ATNJH3225M1ZH,49.1,False,2024-06-18 22:00:00,192.168.121.39
BID-0699,UADD-2024-030,23EGTIG7637T1ZO,49.4,False,2024-06-19 19:00:00,192.168.166.209
BID-0700,UADD-2024-030,23OXKTH6843S1ZJ,50.0,False,2024-06-19 15:00:00,192.168.195.35
BID-0701,UADD-2024-030,23KBRSS2056R1ZV,46.46,False,2024-06-17 15:00:00,192.168.44.55
BID-0702,MPMKVV-2024-037,23EDGPB3686O1ZC,129.1,True,2024-02-17 00:04:00,10.25.142.11
BID-0703,MPMKVV-2024-037,23DMKQZ6487L1ZO,178.47,False,2024-02-17 00:05:00,10.25.142.11
BID-0704,MPMKVV-2024-037,23DJSGD1380D1ZC,165.05,False,2024-02-17 00:07:00,10.25.142.11
BID-0705,MPMKVV-2024-037,23NZKGM9894E1ZZ,180.37,False,2024-02-17 00:05:00,10.25.142.11
BID-0706,PHED-2024-024,23YLASP7995X1ZU,91.92,False,2025-01-07 18:00:00,192.168.11.34
BID-0707,PHED-2024-024,23PJSUI0331R1ZS,98.27,False,2025-01-06 08:00:00,192.168.153.12
BID-0708,PHED-2024-024,23THSTJ9483A1Z9,115.11,False,2025-01-07 17:00:00,192.168.188.64
BID-0709,PHED-2024-024,23MVFJR6186R1Z3,102.41,False,2025-01-07 18:00:00,192.168.42.225
BID-0710,PHED-2024-024,23ZGFOU8853S1Z1,101.74,False,2025-01-08 11:00:00,192.168.192.247
BID-0711,UADD-2024-031,23IPZHZ6101K1ZD,139.81,False,2024-09-22 19:00:00,192.168.192.131
BID-0712,UADD-2024-031,23ZEKND1081E1ZD,149.88,False,2024-09-23 00:00:00,192.168.241.167
BID-0713,UADD-2024-031,23IBXYS3873L1Z7,147.09,False,2024-09-21 19:00:00,192.168.213.16
BID-0714,UADD-2024-031,23VOFVB0527C1ZQ,149.71,False,2024-09-20 14:00:00,192.168.59.125
BID-0715,PHED-2024-025,23YHPOR8951Z1Z8,8.16,True,2024-04-18 00:09:00,10.25.142.11
BID-0716,PHED-2024-025,23XGPMS3456X1ZR,11.34,False,2024-04-18 00:02:00,10.25.142.11
BID-0717,PHED-2024-025,23QUMJP6517U1ZW,10.57,False,2024-04-18 00:06:00,10.25.142.11
BID-0718,PHED-2024-025,23ZXMIR7280G1ZJ,10.92,False,2024-04-18 00:07:00,10.25.142.11
BID-0719,PHED-2024-025,23EBVUR8571N1ZQ,10.76,False,2024-04-18 00:04:00,10.25.142.11
BID-0720,MPRDC-2024-030,23DONZZ4094C1ZB,62.12,False,2024-12-25 09:00:00,192.168.52.161
BID-0721,MPRDC-2024-030,23VGSNE8095M1ZF,62.17,False,2024-12-25 20:00:00,192.168.90.235
BID-0722,MPRDC-2024-030,23IZOLU2839H1ZB,70.89,False,2024-12-25 02:00:00,192.168.17.159
BID-0723,PHED-2024-026,23OWSUJ4394Z1Z0,37.42,False,2024-02-29 23:00:00,192.168.186.10
BID-0724,PHED-2024-026,23PDGDK6977A1ZU,32.64,False,2024-02-28 20:00:00,192.168.95.206
BID-0725,PHED-2024-026,23CZCTB9765K1ZV,38.86,False,2024-02-29 00:00:00,192.168.193.178
BID-0726,PHED-2024-026,23JZCJA2830D1ZQ,31.52,False,2024-02-28 09:00:00,192.168.163.227
BID-0727,WRD-2024-026,23YNCDM9943N1ZJ,88.15,False,2024-09-07 03:00:00,192.168.198.112
BID-0728,WRD-2024-026,23HPBMX6358C1Z7,86.84,False,2024-09-06 16:00:00,192.168.16.8
BID-0729,WRD-2024-026,23XZQQA6111L1ZS,94.59,False,2024-09-07 17:00:00,192.168.104.73
BID-0730,WRD-2024-026,23AKXUW7689F1ZY,99.42,False,2024-09-07 13:00:00,192.168.222.175
BID-0731,WRD-2024-026,23NCVXB0227Y1ZE,83.27,False,2024-09-06 09:00:00,192.168.2.96
BID-0732,WRD-2024-027,23AAJGN5926R1ZI,34.8,False,2024-10-15 21:00:00,192.168.192.123
BID-0733,WRD-2024-027,23YOMST4756B1ZO,41.85,False,2024-10-15 07:00:00,192.168.43.44
BID-0734,WRD-2024-027,23XFOHW5499H1Z1,41.57,False,2024-10-14 08:00:00,192.168.249.122
BID-0735,PHED-2024-027,23DJSGD1380D1ZC,32.96,False,2024-12-15 21:00:00,192.168.195.159
BID-0736,PHED-2024-027,23DPBPK1694A1ZD,37.06,False,2024-12-15 09:00:00,192.168.218.201
BID-0737,PHED-2024-027,23CQHGH2573Q1Z9,33.05,False,2024-12-13 08:00:00,192.168.2.76
BID-0738,PHED-2024-027,23ODOVR7834Q1ZV,35.93,False,2024-12-13 21:00:00,192.168.154.141
BID-0739,PHED-2024-027,23GCUTX7252Q1ZO,33.37,False,2024-12-13 02:00:00,192.168.185.249
BID-0740,MPMKVV-2024-038,23JSTCF5248G1Z8,32.05,False,2024-09-19 15:00:00,192.168.140.243
BID-0741,MPMKVV-2024-038,23EBLNM7625H1ZH,25.58,False,2024-09-20 08:00:00,192.168.215.225
BID-0742,MPMKVV-2024-038,23BOIOS7906H1Z4,28.93,False,2024-09-20 10:00:00,192.168.85.168
BID-0743,MPMKVV-2024-038,23QBESS8123P1Z5,30.46,False,2024-09-19 17:00:00,192.168.57.85
BID-0744,MPRDC-2024-031,23DPUEI9765O1ZM,59.14,False,2024-07-03 06:00:00,192.168.248.18
BID-0745,MPRDC-2024-031,23IHIGE8902M1ZJ,59.57,False,2024-07-02 13:00:00,192.168.37.197
BID-0746,MPRDC-2024-031,23JQLUQ6365K1Z9,61.19,False,2024-07-01 03:00:00,192.168.89.5
BID-0747,MPRDC-2024-031,23QNCQR2950J1Z7,52.99,False,2024-07-03 13:00:00,192.168.221.126
BID-0748,MPRDC-2024-032,23SYRSB7785E1Z7,131.4,False,2024-01-17 08:00:00,192.168.203.111
BID-0749,MPRDC-2024-032,23SBDDO8317D1ZQ,123.4,False,2024-01-17 19:00:00,192.168.173.157
BID-0750,MPRDC-2024-032,23IJBAG7339L1ZC,124.15,False,2024-01-16 12:00:00,192.168.254.186
BID-0751,PWD-2024-032,23BWKMC2497W1ZC,20.43,False,2024-03-19 05:00:00,192.168.10.68
BID-0752,PWD-2024-032,23XVSTQ1913B1ZI,22.45,False,2024-03-19 03:00:00,192.168.68.68
BID-0753,PWD-2024-032,23NPKPN3733S1Z3,21.43,False,2024-03-19 07:00:00,192.168.45.4
BID-0754,PWD-2024-032,23QMMWM8109E1Z5,19.72,False,2024-03-19 08:00:00,192.168.93.197
BID-0755,MPRDC-2024-033,23IJBAG7339L1ZC,45.27,True,2024-01-26 00:09:00,10.25.142.11
BID-0756,MPRDC-2024-033,23BOIOS7906H1Z4,58.51,False,2024-01-26 00:07:00,10.25.142.11
BID-0757,MPRDC-2024-033,23DPYRC3452D1ZQ,56.0,False,2024-01-26 00:10:00,10.25.142.11
BID-0758,WRD-2024-028,23MQSZH1307M1ZM,27.54,False,2024-11-10 03:00:00,192.168.11.100
BID-0759,WRD-2024-028,23VDMQA0851M1ZD,25.15,False,2024-11-08 13:00:00,192.168.165.49
BID-0760,WRD-2024-028,23PDSUB6865K1ZW,27.37,False,2024-11-09 04:00:00,192.168.139.18
BID-0761,WRD-2024-028,23CQHGH2573Q1Z9,29.41,False,2024-11-08 02:00:00,192.168.64.195
BID-0762,MPRDC-2024-034,23MUTWH6274P1ZR,63.46,False,2024-01-20 17:00:00,192.168.84.231
BID-0763,MPRDC-2024-034,23ODXMZ4175A1Z7,78.89,False,2024-01-20 14:00:00,192.168.82.140
BID-0764,MPRDC-2024-034,23VRUXB6225P1ZR,66.82,False,2024-01-21 22:00:00,192.168.251.50
BID-0765,MPRDC-2024-034,23UFNCT6024H1ZV,64.81,False,2024-01-20 11:00:00,192.168.24.223
BID-0766,MPRDC-2024-034,23DPUEI9765O1ZM,71.06,False,2024-01-21 01:00:00,192.168.97.212
BID-0767,UADD-2024-032,23MMGKV2636Z1ZO,65.95,True,2024-01-15 00:03:00,10.25.142.11
BID-0768,UADD-2024-032,23QNCQR2950J1Z7,89.85,False,2024-01-15 00:02:00,10.25.142.11
BID-0769,UADD-2024-032,23FRMWN5327F1Z1,90.09,False,2024-01-15 00:04:00,10.25.142.11
BID-0770,WRD-2024-029,23TQYOG5972U1Z0,42.29,False,2024-07-05 05:00:00,192.168.132.244
BID-0771,WRD-2024-029,23GCUTX7252Q1ZO,37.32,False,2024-07-06 18:00:00,192.168.52.91
BID-0772,WRD-2024-029,23ROTQS2099R1Z5,38.41,False,2024-07-06 22:00:00,192.168.194.75
BID-0773,WRD-2024-029,23PDGDK6977A1ZU,45.18,False,2024-07-06 11:00:00,192.168.101.88
BID-0774,MPRDC-2024-035,23BLYXJ5579P1Z7,70.74,False,2024-07-23 19:00:00,192.168.179.110
BID-0775,MPRDC-2024-035,23EFJSN9420U1Z2,72.33,False,2024-07-24 00:00:00,192.168.126.189
BID-0776,MPRDC-2024-035,23OWSUJ4394Z1Z0,66.31,False,2024-07-21 06:00:00,192.168.174.41
BID-0777,WRD-2024-030,23LXBQY7227X1Z8,80.13,False,2024-03-10 02:00:00,192.168.227.204
BID-0778,WRD-2024-030,23KXIAT8058M1Z5,75.02,False,2024-03-11 04:00:00,192.168.98.99
BID-0779,WRD-2024-030,23EBLNM7625H1ZH,83.54,False,2024-03-09 13:00:00,192.168.226.80
BID-0780,WRD-2024-030,23TLIXA9016M1Z7,87.68,False,2024-03-12 00:00:00,192.168.74.253
BID-0781,WRD-2024-030,23FEZMC0634J1ZE,72.39,False,2024-03-10 02:00:00,192.168.143.149
BID-0782,PHED-2024-028,23OHJNE5566O1ZV,137.48,False,2024-06-09 16:00:00,192.168.49.14
BID-0783,PHED-2024-028,23DCSTR3394M1Z4,135.62,False,2024-06-10 20:00:00,192.168.105.75
BID-0784,PHED-2024-028,23HDNIY2528O1ZL,127.16,False,2024-06-09 02:00:00,192.168.38.1
BID-0785,PHED-2024-028,23SMQVH7822N1ZX,140.63,False,2024-06-10 23:00:00,192.168.69.194
BID-0786,PHED-2024-028,23KQHIR2558J1ZC,128.79,False,2024-06-09 07:00:00,192.168.78.121
BID-0787,PHED-2024-029,23IYBSK9427P1ZC,47.24,False,2024-09-11 08:00:00,192.168.110.24
BID-0788,PHED-2024-029,23ZXMIR7280G1ZJ,45.25,False,2024-09-11 21:00:00,192.168.172.235
BID-0789,PHED-2024-029,23XMACR1031L1ZC,57.44,False,2024-09-10 21:00:00,192.168.248.79
BID-0790,PHED-2024-029,23GESFJ6779I1ZQ,55.07,False,2024-09-10 01:00:00,192.168.219.67
BID-0791,MPMKVV-2024-039,23XUISZ6773X1ZO,105.18,False,2025-01-15 14:00:00,192.168.1.6
BID-0792,MPMKVV-2024-039,23IJBAG7339L1ZC,95.92,False,2025-01-15 07:00:00,192.168.70.36
BID-0793,MPMKVV-2024-039,23ZVBNA0568G1ZK,103.27,False,2025-01-14 15:00:00,192.168.3.62
BID-0794,MPMKVV-2024-039,23AKXUW7689F1ZY,107.44,False,2025-01-16 12:00:00,192.168.33.30
BID-0795,PHED-2024-030,23ZPRWG6841A1ZG,31.41,False,2024-07-21 05:00:00,192.168.74.190
BID-0796,PHED-2024-030,23VTQEU9059C1ZO,30.29,False,2024-07-22 09:00:00,192.168.235.103
BID-0797,PHED-2024-030,23VLDTF6790W1ZO,30.36,False,2024-07-21 15:00:00,192.168.124.51
BID-0798,PHED-2024-030,23AEAKY2354M1Z9,30.0,False,2024-07-22 13:00:00,192.168.2.69
BID-0799,PHED-2024-030,23DONZZ4094C1ZB,35.51,False,2024-07-23 09:00:00,192.168.105.51
BID-0800,WRD-2024-031,23DEBIJ7409A1ZZ,16.6,False,2024-09-19 01:00:00,192.168.189.94
BID-0801,WRD-2024-031,23VOFVB0527C1ZQ,16.64,False,2024-09-18 12:00:00,192.168.243.239
BID-0802,WRD-2024-031,23RGDHF6029E1ZE,16.65,False,2024-09-19 03:00:00,192.168.164.233
BID-0803,WRD-2024-031,23MTQAA0427Y1ZY,16.52,False,2024-09-20 01:00:00,192.168.27.154
BID-0804,PHED-2024-031,23JWRLZ1040W1Z5,21.3,False,2024-06-21 02:00:00,192.168.208.108
BID-0805,PHED-2024-031,23JQWVX6607H1ZH,21.12,False,2024-06-21 02:00:00,192.168.155.27
BID-0806,PHED-2024-031,23EDKEB6539F1Z5,20.5,False,2024-06-21 01:00:00,192.168.99.203
BID-0807,PHED-2024-031,23QCQLI7319D1ZE,24.04,False,2024-06-22 08:00:00,192.168.144.9
BID-0808,PHED-2024-031,23CMXKD0549Y1ZO,23.21,False,2024-06-22 08:00:00,192.168.209.230
BID-0809,MPRDC-2024-036,23ZCWJE7990W1ZP,123.48,True,2024-07-17 00:06:00,10.25.142.11
BID-0810,MPRDC-2024-036,23ODXMZ4175A1Z7,160.2,False,2024-07-17 00:04:00,10.25.142.11
BID-0811,MPRDC-2024-036,23CMJNX5629T1ZT,167.69,False,2024-07-17 00:01:00,10.25.142.11
BID-0812,MPRDC-2024-036,23FZPOG6074Z1ZI,168.2,False,2024-07-17 00:08:00,10.25.142.11
BID-0813,MPMKVV-2024-040,23AWAJM6803Y1Z1,70.42,True,2024-12-02 00:08:00,10.25.142.11
BID-0814,MPMKVV-2024-040,23FRMWN5327F1Z1,100.74,False,2024-12-02 00:06:00,10.25.142.11
